text,likes,replies,date,sentiment
When children are slaughtered the English  are ready for revenge  but other people are not as brave,2,0,2024-08-16T11:30:30Z,
"Okay, what are they saying? Looks like controlled demolition of a bldg.. is it proven to be some other thing?",1,0,2023-10-07T22:12:18Z,
And the west is surprised why Hitler wanted to get rid of the Jews???,1,0,2024-03-21T07:05:01Z,
Mark Regev needs to be fired like Eylon Levy they are liars both.,0,0,2024-03-21T04:13:38Z,
Makes me question if there is a benevolent God afterall,2,1,2024-10-06T13:08:19Z,
A military from yards or miles/km away can not perfectly disassemble two buildings adjacent to one in the center that takes no damage. Even the camera guy may have taken damage if this was true war. This video is a timed or scheduled demolition.,0,0,2024-09-13T04:26:24Z,
"Is all fake news
You guys are biased on your news
One sided. Support the Israeli against the Palestinians",0,0,2023-11-16T04:45:23Z,
I cannot express my feelings. But History will never forget it worst level of cruelty and who supported it,0,0,2024-11-05T21:42:20Z,
Mind Manipulations,0,0,2024-04-14T22:34:09Z,
Pls play this in the ICJ and want to know what they feel,0,0,2024-03-30T08:21:56Z,
"You're welcome to waste your time watching this documentary, or you could fast forward to 1:20:18 to quickly realise that some Zionist were behind the production of this documentary. See for yourself.",0,0,2024-10-07T07:02:15Z,
It was a demolition like 9/11 🥴 where are the truthers at?,0,0,2023-10-12T07:25:12Z,
Oh those babies..,0,0,2024-01-04T20:43:52Z,
"Interesting to see the other point of view, which I watched with interest. But it is nonsense to imagine that Hamas, holed up in tunnels or in the Persian Gulf, are concerned about the welfare of the residents - they are more interested in prolonging the war. They are no more concerned than the Government of Iran are for the welfare of the ordinary Iranian people. And if Israel tacitly allowed this atrocity to happen as an excuse to commit a supposed genocide against Gaza - were not Hamas not complicit in staging 7th October, knowing full well that this was likely to be the result?",6,0,2024-07-21T20:41:09Z,2
Even Jewish people say if they were Palestinians they would be fighting for their freedom,1,0,2024-10-12T21:47:38Z,
"This is nothing new to the )ew, They did this to the innocent Germans after the WW2, Most of the Captains in the Allied army that occupied Germany after the war were ancestors of the current set of torturers.",4,0,2024-10-06T03:50:59Z,
Israel thinks if they continue to lie eventually people will start to believe it.,1,0,2024-04-02T04:25:27Z,
Excellent work !! The truth can’t be hidden. And truth is on the Palestinian side!,0,0,2024-03-20T22:05:55Z,
"One year into an active genocide, I feel sorry for their future generations as it will be tainted with these deplorable actions of the IOF & the Israel society, leaving a legacy of what could possibly be the worst of human civilization.  We are all not free, until Palestine is free.  Thank you for making this documentary.  The truth must never be silenced.",0,0,2024-10-08T16:23:52Z,
"Very good reportage... But from September 1939...there is plenty intelligence failures fueled by arrogance..
June '41, 7th December 1941.. Possibility of Soviet counter attack in Stalingrad.. TET offensive, 1973 war.... to 11 September..

The problem is .. because of this.. any chance of ANY peace talks died.. and radicals on both sides got their ""beautiful war inferno""",0,0,2024-04-15T22:05:28Z,
"Send this video to Brasil to: voz dos trabalhadores  , and all  TV ,in every country! 
The whole world had to watch this video",0,0,2024-10-14T20:18:03Z,
"They have been abandoned, because Sinwar keeps thinking he's going to ""win"" and CNN and others don't hold him accountable for all the misery he's caused.",0,0,2024-08-19T18:47:47Z,
Terrorist state! Anyone who support is ignorant and a racist bigot,1,0,2024-01-30T22:41:02Z,
It takes them 39 days to get the footage ? Sounds aliltte fishy to me. They bleared their faces because hamas are actors acting along with iseral so they can steal gaza for the trillions of barrels of oil. In the process they bumb innocent people and kids.,0,0,2023-11-19T07:22:49Z,
"Think of Dune : USA/Europe = The Emperor, Israel = Harkonnen, Palestinians = Fremen.  Long live the fighters of Palestine = Arrakis!",0,0,2024-10-11T21:23:59Z,
Psychopaths who think that are above the law. They revealed their sick intentions. The world will never forget. Thank you for your work Al Jazeera.,86,0,2024-10-04T05:37:21Z,
So where did you get you information from a cereal box.,0,0,2023-11-16T22:09:11Z,
Gaza must become a concrete desert. No mercy to jihadist jackals.,0,0,2023-10-15T22:24:47Z,
"I DON’T HAVE A FAVORITE SIDE IN THIS WAR, BUT AL JAZEERA IS OWNED & FUNDED BY QUTAR WHO IS DEFINITELY ANTI-JEW & ANTI-CHRISTIAN AND WHO HAS FUNDED HAMMAS  AND OTHER AGENTS WHO WOULD HURT WESTERN COUNTRIES. I WOULD TAKE ANYTHING FROM AL JAZEERA WITH DEEP SKEPTICISM.",0,0,2024-05-02T07:30:39Z,
"The influencers part is the craziest...their government feared so much for their citizen life that people were still mocking the situation in their home, clubs, workspaces while other civilians where bombarded. Shame on this ""people"" will never be enough, I hope that in a future time they will be trialed for such acts of indecency",0,0,2024-10-03T16:08:37Z,
Wow!! This has to spread like wildfire. The truth will set us free! Thank you for this Al-Jazeera!,0,0,2024-03-20T15:45:44Z,
There were actual ppl in there,0,0,2024-07-22T18:45:27Z,
And you think Joe Biden will be ready when this happens to the USA? Hell no! He is letting them over our borders NOW! Worse than Isreals prime Minister! And Joe Biden is welcoming them and giving them $2000 a month food snd shelter! CNN is  NUTS!,0,0,2023-11-18T15:21:37Z,
Dont blur the evils faces,0,0,2023-11-20T06:27:44Z,
"The soldiers and citizenry of Israel perform such actions yet many still say it is justified. We see true evil yet it is celebrated. I was apathetic to both sides at first, but this is sickening.",0,0,2024-10-04T15:03:17Z,
What's the difference between Germany 1930s and the idf,15,3,2024-10-05T21:08:13Z,
At least this can be said: this video is extremely biased.,0,0,2024-09-02T03:54:37Z,
People trust Al Jazeera who is funded by Iran and is anti Israel as a reliable source? You people are ridiculous. Even the way they edit this and put it together makes it seem less horrific than it was and shows the Palestinians as the victims… what a joke.,1,2,2024-10-08T15:57:36Z,
Blame America 🇺🇸  they are the one  causing all the war in the world. Meanwhile they are developing their country and making other countries destroy each other,1,0,2024-08-16T00:57:03Z,
"""Every child killed, every home destroyed, every hope shattered... When will the world stand up for Palestine? 🤕💔🕊🌎"" ""Tears fall for Gaza, prayers rise for peace. How many lives must be lost before we act? 💔🙏🕊😔"" ""Innocent lives lost, families torn apart... Palestine's pain is our collective shame 🤕🌎💔😢""   ""Palestine's struggle is humanity's struggle. Stand up, speak out, demand freedom! ✊🏽🕊💪""  ""We will not turn a blind eye to Palestine's suffering. We demand justice, we demand peace 👀💪🕊""",0,1,2024-10-04T18:12:54Z,
This is an excellent document-proof of the crimes against humanity from the Israeli monsters,0,0,2024-10-03T16:55:44Z,
Thank you Al Jazeera for putting together this important and crucial documentary,1,0,2024-10-05T03:39:02Z,
This is a great documentary..thanks for the guts to show the crimes of israel 🇮🇱,3,0,2024-10-03T16:33:23Z,
"Why you are not properly reporting 7th October Redical islamic Terrorism attack on Isreal.
Because Al Jajeera is a Terirest supporter.",3,1,2024-11-02T20:55:16Z,
Free Palestine🇵🇸🇵🇸,0,0,2024-09-02T04:56:41Z,
Too bad you elected Hamas.,50,2,2024-08-15T16:55:27Z,
Even Allah is sick of them.,1,0,2024-08-20T18:41:43Z,
"What about the hamas used his own civilians as a human shield??? Why they not talk about that ? 
Force his own people and children to die 
Didn't let them to evacuate 
That's why they die 
Jewish people not kill ! We charise life
And not praise death",0,3,2024-10-04T08:56:50Z,
So many similarities with the holocaust. The IDF are modern day Nazis. Since when did never again mean never again for one specific group?,4,0,2024-10-04T19:25:20Z,
Rich mf getting innocent people murdered for no reason,0,0,2023-10-08T21:05:56Z,
Biden is the real villain in this Cruelty.killing children more than 5000,0,0,2023-11-18T14:42:34Z,
So painful to see how innocent children get killed that way,1,0,2024-10-10T13:30:40Z,
"If this investigation included rational criticism of Islamic fundamentalism and Jihad, it would be a perfect documentary.",0,0,2024-04-11T06:48:03Z,
"They both do evil, but you can't fault Israel for winning.",0,0,2024-12-19T19:51:20Z,
Thank you for this. I have seen too many lies on both sides and it's extremely shameful. The truth needs to be made clear.,58,14,2024-04-13T17:34:03Z,
im ex british forces are you saying their the only ones of films of this one?? there has been so many of Americans and British yet you say nothing about them???,0,0,2024-10-08T19:15:17Z,
Awww shame 🙄🙄🙄 majority are terrorists,0,0,2024-08-18T08:12:12Z,
why do you blurr out the scummms faces? why?,0,1,2023-11-17T23:21:53Z,
I’m disgusted with the U.S administration that let this happen!! How can they call themselves the leaders of peace and security for all! When obviously it’s only for one side! No one should have ever had to go through this in 2024! Sick to my stomach how imperialism has become a normal for Americans and Israel! Shame on those who supports the genocide!,2,0,2024-10-07T02:06:14Z,
How do we know this is not a staged operation made by the IDF?   Israel so far has repeatedly told lies and I wouldn't believe anything they put out for the media.,1,0,2023-11-19T05:37:20Z,
Israel:There Are Hamas Sleeping in here,0,1,2023-11-30T13:48:40Z,
Imagine your family in those buildings,1451,179,2023-12-11T09:15:47Z,
"I'm from Germany. I am so, so sorry. And I am so, so, so ashamed for my country's actions.",60,2,2024-10-05T14:59:12Z,
"This is an excellent and very, very informative documentary. I don't normally bother posting, but thank you Al Jazeera for making this content available to everyone.",3,0,2024-10-10T02:25:12Z,
"This is what happens when Hamas fires literally thousands of rockets indiscriminately into Israel - The IDF will target the launch sites of these rockets...sorry no sympathy from me, Hamas is hiding behind palestinian civilians whilst killing Israeli civilians, cowards.",1,0,2023-10-07T21:44:32Z,
"Killer isreal 
Free palastine",1,0,2023-10-07T23:07:23Z,
That’s more like a news reporting channel💯🤌🏻🔥,1,0,2024-03-20T15:58:35Z,
The future generations should know that the entire West and Europe supported this genocide. Hindus rejoiced the genocide. Russia and China remained silent about this genocide. Iran and its Shia allies were the only people who opposed this genocide with words and actions.,41,2,2024-10-04T03:44:51Z,
"And still the slaughter continues , there are no morals in israehell,  this is beyond horror",0,0,2024-10-14T10:26:53Z,
The Israeli government & Zionist settlers are the root of all evil in that region.,0,0,2023-10-07T20:35:29Z,
Every comment on this page is wack.,1,0,2024-04-10T08:10:13Z,
"The video is propaganda to Justify that Hamas HQ was under the hospital. Folks are looking for something to justify the response of killing kids in a hospital.
Best to mix truth with fiction to mask  intentions and create noise. More of the war motto ""by way of deception thou shall do war"" each Israeli citizen whose served learns. Eventually the truth will be sifted from the masquerade... I'm not defending Hamas but I also know that Israel grabbed that land from Palestinians and now live in 2 concentration camps called Gaza and West Bank and suffered genocide for 75 years. We sent goodwill, money and military support to Israel and now we see we have a genocidal apartheid state... We need to check ourselves first.",1,0,2023-11-20T20:39:07Z,
"We will never forget 
We will never forgive",0,0,2024-10-15T23:58:04Z,
"Celebrates killing innocent unarmed civilians, cries like a child when they fight back. Typical terrorist. Coward",0,0,2023-11-19T11:56:26Z,
"The proof of the UN's lack of real concern for refugees is the fact that 4 months on, not a single facility for sanitation or temporary housing has been begun.  NOT ONE.  The UN prefers to continue using the refugees' plight to hammer Israel with.  HYPOCRITES...",0,0,2024-01-30T23:44:30Z,
"I’m a witness , I stand heartbroken as a witness to genocide , to racism , hypocrisy , moral decry. I witnessed  western  democracy and human rights.",0,0,2024-10-07T05:46:41Z,
"I don't know how I can see this and continue to believe their is still humanity in this world. It's been a whole year of death and destruction in Gaza, and now we're seeing a repeat in Lebanon. Humanity is dead, the west killed it. We all did.",0,0,2024-10-12T07:43:27Z,
"Palestinian Supporters aka Hamas Lovers want to gloss over the facts and just scream ohhh what about the innocent children in Gaza! I’ll tell you the difference..Israel fires a rocket at a Hamas target and in the process there are civilian casualties. Unfortunate of course, there is no question about it! BUT if you know anything about war then you also know during war times it’s common to see large civilian casualties. It's not possible otherwise. In WWII, Germany lost a mass amount of civilians. So was Britain wrong? Should they have allowed Hitler to continue his reign as long as there is no civilians caught in the crossfire? The logical answer is no, clearly not.

Hamas is hiding amongst the civilian population, in and around civilian structures, and using Palestinian people including women and children as human shields, blocking roads so they won’t leave town. 100% documented and factual information.

To say Israel is launching rockets with the main intent of hitting civilian targets is preposterous and actually stupidity beyond belief. On top of that, Israel gave Palestinian civilians fair warning to leave, they said get out now we are coming. Who else does that in time of war?

Believe what you want about my above statements. One thing is 100% for certain. Hamas went on October 7th, not to fight Israeli soldiers face to face, and in the process accidentally hit civilians. NO NO NO. They did the most cowardly thing. They went with the intent, to get ordinary men, women, children, infants, elderly, dogs, hell if it had a pulse they will do it. AND they did it, in the most brutal and horrific manner the modern civilized world has ever witnessed.

Having s*x with lifeless bodies aka NECROPHILIA. Cooking babies in ovens. I mean you don’t hear this kind of thing anywhere IT’S BEYOND ATROCIOUS. Afterwards they laughed and cheered and called home to mama and papa to celebrate! After cooking a child alive they chanted Allah is great! That’s the difference Palestinian/Hamas supporters don’t want to talk about. You don’t see Israeli soldiers cheering and celebrating the hurt of innocent people.

One side is human and the other side are monsters from the depths of hell, they are barbaric psychopaths committing atrocities in the name of religion, they are Satan’s army. And those that support them, I urge you to go join them, please, because you shouldn’t be allowed to live amongst decent people in a civilized society.",0,0,2023-11-17T16:17:32Z,
"All Israel has accomplished by killing 12000 civilians 7000 of them being children is create more hamas and make themselves look like the terrorists.  Until they leave the Palestinians alone in gaza, Westbank, etc this is only gonna get worse for israel.",1,0,2023-11-16T05:28:39Z,
BBC and CNN should be more sincere.  I fear they are one sided.,0,0,2023-11-21T18:21:15Z,
give me a like if maverick from Kenya-Twitter X brought you here🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪,0,0,2024-10-15T05:08:32Z,
"I dont care anymore, the Gazans chose tp live in a terririst state. They knew what hamas wanted since they elected them in 2005. They just think their children matter more than the ones they intended to kill.",2,0,2024-08-20T17:00:32Z,
"They want Martyrdom and are willing to hide behind children to have it, sick stuff",0,0,2023-11-16T22:33:12Z,
The United States is pure evil and corruption so are the people in this country willing to enforce evil. A real tragedy is when the people who hold muscle and power in the world are evil therefore there is no one strong enough to enforce Justice or morals in the world.,1,0,2024-12-29T15:16:41Z,
"This sickening, but our eyes must see this and we do what we can to help them. Boycott, donations, protests",1,0,2024-10-04T02:11:26Z,
From the river to the sea Palestine  will be free,1,0,2024-10-04T05:31:27Z,
Every accusation from Israel is a confession,12,0,2024-03-23T14:46:02Z,
the Netherlands lost 17.000 civilians during ww2 which is about 0.2% of the population at that time and ww2 lasted 6 years the war on Palestine hasn’t been 1 year and 35.000 innocent people have died which is about 0.7% of the current population how can Israel k ill more people in less time than the nazis in the Netherlands and still call it self defence ???,1,0,2024-05-08T09:30:34Z,
"This is powerful. It made me think about Claude Lanzmann's 1985 10 hours documentary ""Shoah"". Same emotion, same horror.  This Gaza investigation film also could be a many hours documentary, you have all the material for it.  After the departure of the israelis, we will discover much more, including testimonies of israeli soldier.",1,0,2024-10-13T17:33:07Z,
They post these they know no one can touch them.,0,0,2024-11-28T19:54:48Z,
al jazeera saying they are not on HAMAS side is like US saying they dont support israel. If we dont believe the second we do we believe the first?,8,1,2024-05-20T15:09:06Z,
Remember weapons of mass disappearance??,0,0,2023-11-19T05:55:24Z,
"More of this, please. So gratifying to watch.",14,5,2024-04-22T21:35:12Z,0
"To all those who have been killed tortured starved displaced raped, we will not forgive we will not forget. One day Israel will be held accountable for their crimes. They've already lost. They've shown how despicable they are with their own hands. And if they think by killing thousands and thousands of innocent people and destroying their homes, they have won, they are wrong. The anger in the hearts of those who witnessed and still witnessing those atrocities will not calm down till justice is made",0,0,2024-10-04T15:01:42Z,
"You are killing innocent people, kids where is the human rights Shame shame",0,0,2023-10-20T07:01:04Z,
They say that the russians do war crimes- looks like its the western governments who support war crimes!,2,0,2024-10-06T10:44:36Z,
Free Palestine ! Justice for Palestine  🇵🇸 🇧🇷,141,5,2024-10-03T10:04:57Z,
"Two devils are exist now , every thing is clear then the reality of thier face appeard.....

America 
Isreal 

free free 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",5,0,2024-10-11T07:57:32Z,
They are owner of the Israeli land,0,0,2023-11-16T04:37:12Z,
If you stand with Israeli congratulations you have no mercy in your heart,0,0,2023-10-28T08:40:48Z,
"""Zionism be it right or wrong is more important than the wishes of the Arabs"" Lord Balfour, 1919",0,0,2024-04-03T03:23:30Z,
No body thinks for others . everybody should think for own goodness.🥲🥲,0,0,2024-10-11T12:12:16Z,
"Why not mention the 1000 killed was mostly by Israeli forces, not Hamas?",0,0,2024-10-09T22:56:13Z,
Free Palestine,0,0,2024-10-15T20:39:39Z,1
All international union silent here 😅 shame and truth will be win one day . Allah is most greatest and justice will be established again .,0,0,2024-10-03T12:21:18Z,
All palestiains we have lost from Israel but the best way to help is too just do dua allah will help them,0,0,2023-11-22T13:02:08Z,
"In movies, the good guys win. In the real world, we are accepting that evil is supported and defended in ways we could never have imagined. 

My heart breaks for the Palestinians.",7,0,2024-10-04T23:58:23Z,
"One hundred percent this was an inside job carried out by the evil vile zionists them knowing that this attack was going to take place and they let it happen for hours before any IDF Israeli d**kass f***s came to the scene, usually if a rat even came within one hundred feet of the border fence and farted not only would they know that the rat is about to breach that security fence but they would also be able to take a good whiff of that ratty ass's fart also that is how tight their security border is, so it begs the question as to why and how in the world did this happen and take place, I'll let you all decide for yourselves but we all know why it happened, PERIOD !!!",0,0,2023-11-16T03:41:45Z,
"WTF?
You mean a residential bridge collaps after an Israeli stikes for no reason at all
Don't make it look like it fell by it self",0,0,2023-10-12T11:31:02Z,
This is the drama to conquer Gaza because Gaza have a lot of natural gas American survey report,0,0,2024-03-25T02:02:04Z,
"Palestinians for countless years have been helped and assisted in many ways, billions have been poured into its economy.  The issue is that they never made good use of what the world has given to them.  CNN, as usual, is distorting the matter and loves a drama.",0,0,2024-08-19T02:04:07Z,
"What is the reporter talking about? She may not have noticed Hamas in a hospital because they dress like everyone else. We literally watched Hamas terrorists drag injured hostages into the hospital. If you’re going to lie, at least make sure Hamas didn’t release footage that proves your lying.",0,0,2024-10-20T21:49:07Z,
"Zaka spreading false stories to get millions of dollars donations, creating an excuse to annihilate a nation. They hide their incapable army assaults and shifting the world's sympathy to blind them from their cruel genocidal plot.",1,0,2024-03-21T04:41:46Z,
It’s funny!! The world is waiting for any contribution from the Palestinian people to humanity.,47,7,2024-08-15T17:23:26Z,
Israel you are very bad country😡😡😡😈👿😠,1,0,2024-09-21T16:58:40Z,
"It's unfortunate Turkey, Jordan, Bahrain, Bolivia, Honduras, Chile, South Africa, Chad and Columbia withdrew their ambassadors from Israel after these videos were published, either they didn't know or deny these videos...and the underground tunnels constructed and utilized by militants, millions upon millions of dollars in foreign aid from, the UN, to fund these activites and networks and not the people suffering
👎🇹🇷🇧🇭🇯🇴🇿🇦🇹🇩🇭🇳🇨🇱🇧🇴🇨🇴",7,0,2023-11-16T22:55:13Z,
"Human beings can be so savage man. How can you do such things, both sides!",0,0,2024-09-02T13:19:07Z,
"NO MERCY WAS SHOWN TO SHANI NICOLE LOUK 
LEVEL GAZA AND YEMEN NOW!!",0,0,2024-03-20T14:18:51Z,
WAR is Waste and Insanity 😢💔,0,0,2024-05-26T08:05:01Z,
"May Allah help the innocent Palestinian brothers, sisters, and children.  Ameen",0,0,2024-10-07T21:53:48Z,
It's a very valid adjustment,0,0,2024-05-06T17:48:20Z,
"you are all stupid reporters for asking ""why aren't there more?"".. IDF claimed the tunnels are right beneath the hospitals.. but the tunnels were found right beside the hospitals? Would the few centimeters inaccuracy in what they claimed and what they actually found matter? It's",0,0,2023-11-17T10:31:55Z,
"I’m asking from everyone here, Before you run to respond an antisemitism comment, I’m suggesting you to doubt, do not believe everything you see or hear, read from a couple of sources, it will make the world better, I promise.",1,0,2024-07-09T01:03:14Z,
It is quite surprising that Al-Shariah (Al-Jazeera) was somewhat objective with its narrative!,0,0,2024-04-21T20:08:51Z,
Call it what it is - EVIL - The Death Cult.,1,0,2023-12-19T12:59:50Z,
And with all this gaza is still suffering from genocide and starvation!!,0,2,2024-03-25T00:07:52Z,
"Shameful that our taxes, tax deductible donations, charities....support this barbaric brutality.  Blinken, Biden, Austin...and US Congress must be held accountable.",2,1,2024-10-04T13:06:26Z,
More than 900 of the 1 200 were military personnel,0,1,2024-10-06T23:34:18Z,
Surah 2:191 -Islam is the only religion where Al-lah(moon god) ask the Muslims to kill people just because they do not accept Islam or believe in Al-lah the moon god.,1,0,2023-11-20T00:14:55Z,
No words to say,1,0,2024-10-21T00:15:50Z,
"Curious headline, when it was already said weeks ago at the ICJ that 70 percent had been destroyed. A bit more than ""at least half""...",28,4,2024-01-30T23:35:07Z,
"Thank you for propagating for the oppressor instead of the oppressed
Shame on you CNN.",2,0,2023-11-16T21:20:46Z,
Why does no one mention about palestinians struggle to live under isnotreal brutal occupation for 75 years??,1,0,2024-08-18T16:09:33Z,
Therefore apply the same criteria to allegations against the IDF,0,0,2024-06-23T15:12:42Z,
the Arabs in Palestine brought all of the pain they are in to themselves by supporting Hamas and what they did on October 7th.  80% of the citizens support Hamas and many were part of the October 7th massacre.,1,1,2024-08-15T22:56:33Z,
Expertly done documentary. Now I see the real reason Israhell has banned Al Jazeera. Truth hurts when lies are exposed and there is nowhere to hide. That Yosri guy is a despicable human being and should be thrown in jail.,1,0,2024-04-05T21:49:42Z,
"This is really a very complicated situation, it's hard to dispute anything from both sides.",1,0,2024-03-23T19:12:34Z,
"I have been looking for this video, but it's so hard to find.",1,0,2024-04-12T00:56:00Z,
Them white jews are making enemies all around them. They better hope a white super power will always help them.,0,0,2024-08-16T23:40:13Z,
From the river to the sea Palestine will be free inshaallah 🇪🇭💪🤲,2,1,2023-11-14T19:52:38Z,
"by oct 8, 2023, i knew israel would unleash catastrophic damage on the palestinian people. now by october 8, 2024, there has been a daily deluge of pain, torture, and death in palestine and beyond. 

i am endlessly horrified. i do not know how the world can let this happen. i don’t know what i can do other than cry.",2,0,2024-10-09T05:32:32Z,
"Why was Gaza and the West Bank occupied in 1967?

If Israel withdrew in 2005, why was Hamas advocating resistance to Israeli occupation?

Why do you just gloss of what those security concerns were that you admit prompted Israel to attack and kill thousands? Hmmm might it have had something to do with what those thousands killed were up to? Ohh idk? Like shooting rockets indiscriminately at highly populated centers of Israel non combatants?",2,0,2024-10-09T09:05:39Z,
"For those of you who watched this decumentary , unless you share this documentary, the world won't know how the israel's goverment is brutal , cruel and genocidal",0,0,2024-06-17T09:48:37Z,
Amazing!  🙏❤ so we'll put together!,1,0,2024-03-20T20:01:34Z,
Isreal and Palestine are on their own. Fight it out and bring no other countries into your religious war. Youre killing your own people,0,0,2023-10-08T04:47:53Z,
People realize that this is a Hamas run YouTube channel right? Like this guy is a Hamas affiliate and he promotes propaganda. This guy is part of a group of people who have multiple accounts on YouTube right now posting propaganda,35,3,2024-07-05T11:03:57Z,
Nobody can say they did not know.,1,0,2024-10-03T19:40:49Z,
This is the biggest lie I have seen!,0,0,2024-06-01T20:32:03Z,
CNN is for terrorists 😂🎉,0,0,2023-11-16T06:01:22Z,
are u fr interviewing hamas members lol,0,0,2024-10-08T12:56:23Z,
"May Allah save Gaza, Lebanon, Iran, Syria from Dazzal Israel",0,0,2024-10-03T20:06:25Z,
"From UK here, I'm appalled it's taken me three attempts to watch. I'm Jewish and can't believe what the Palestinians have been through/going through. The Israeli government and the West will reap what they sow. Israel cannot be allowed to get away with this. I stand with Palestine and hope you realise not everyone in the west hates you. ❤ I'm sorry",1,0,2024-10-05T10:57:13Z,
"Palestinian focus allot on babies that was killed by Israel. This  video focus allot to disprove and Rape. 
Babies that was killed by hamas. So the purpose of this video is to defend hamas attack.",0,0,2024-05-07T19:27:30Z,
"Hey man…this is the fault of the government they voted in and STILL overwhelmingly support based on recent polls taken inside Gaza. They support Hamas’s tactics of rape, brutal murder, torture, suicide bombings, taking hostages, killing babies, etc…..basically they all believe in using the most abhorrent methods you can think of. It’s a medieval mindset. Cutting off peoples heads? Give me a break with this. The Palestinian population is the most radicalized Muslim population on earth. If Palestinian sympathizers would just read the Quran and Hadiths…..their whole world view on this issue will be turned upside down. It is divinely mandated in those books (furthered by the prophet in the Hadiths) to convert, subjugate, or kill ANY non believer but specificity the Jews. The Jews get very special attention in those books. This is not about…nor has it ever been about land, or “human rights”, or an “oppressed people”. 🙄 If you think that you literally know nothing about this topic. You also can not hope to apply your western values and sensibilities to the Middle East. It’s the wrong metric for this equation and you’ll get a dangerously wrong answer every time. READ fools.",1,0,2024-08-15T16:20:18Z,
What a lying narrative this is bunch of lies,1,0,2024-10-01T16:51:16Z,
"*IN SHORT:- As long as USA 🇺🇸 is there on world map, world can't live in peace....*",0,0,2024-03-24T07:12:37Z,
Inside job.. Bibi was about to go to trial for corruption.. That sums it up.,0,0,2024-09-14T04:14:40Z,
IDF's  7 min video of Al shifa was deleted? why?,0,0,2023-11-18T04:29:44Z,
Aljazeera is a mouthpiece for Hamas.,1,1,2024-03-20T19:40:00Z,
"Israel : Iron Dome
Hamas : Civilians
😂",1,1,2024-03-27T06:52:56Z,
"Al Jazeera as a company, what have you done to Palestinians? Glorifying Hamas only, while women en kids are dying Day en night.",0,3,2024-03-20T11:16:37Z,
Hamas is responsible for the recent suffering of Palestine people,0,0,2023-11-16T09:31:46Z,
"Paragliders with AK's dropping into Music Festivals, Bulldozing whole Sections of Wall, Multiple Breeches with minimal Resistance and All while Netanhartu talks about Tighter control and Less Accountability. The Timing is Impeccable",0,0,2023-10-13T13:30:12Z,
"Nobody denies October 7th Authority, but it's equal to the Israeli occupation Force atrocity . 55 years of occupation and 75 years of ethnic cleansing human beings are equals and they both used civilian for political gain And they both use the word collateral damage to justify their behavior against civilian.These are not collateral damage they are  human father's and mothers kids.The war is not against hamas. The war is against the palestinian people. In the west bank since october the seventh over 2700 palestinian Been arrested for administrative detension and over 250 being killed there's no There is no hamas in the West bank. The war is against the palestinian  people.",0,0,2023-11-16T12:17:33Z,
"It was planned by the people of the top to keep a blind eye as a means to initiate the on going attack to destroy hamas. Without this level of evil, pain and destructive attack on Israel Israel has no moral standard to be doing what they are doing in Gaza. Hamas played into the plan of IDF to invite them into Gaza to end their reign in the enclave. The next in the card is Hesbolah in the north.",0,0,2023-11-16T08:54:34Z,
"It’s the stunned surprise of people that Israel is striking back that baffles me. What did you think would happen ? They’d take it ? If the answer is no then your getting the response you knew was coming. If you didn’t know , your blind. 
  Ok, nobody likes a bully , right ? Let’s say your getting bullied by someone and you have had enough so you go to the bullies house and you toss a rock through his window and walk away , back to your own home. 
  Now, nobody is saying you weren’t provoked. Nobody is saying we shouldn’t hold the bully to account for his actions that caused this. Nobody is saying you don’t have the right to be upset ….. but when the bully shows up at your house, with a bigger rock …. You’ve already forfeited your right to be surprised or ask “why?”",0,0,2023-11-06T15:26:13Z,
Hamas has helicopters? Bullshit.,0,0,2024-10-08T04:08:08Z,
"Now show us the 12 thousand innocent people killed by idf where half of them are children and babies. 
This 7 October thing Israel news letter admits themselves after a police investigation that idf is to blame went in there with tanks and 20 Apache helicopters and shot up everyone they saw. 
And the ones killed by Hamas were the militery border guards. 
There is proof of this from their own sources.",1,0,2023-11-20T10:26:59Z,
"For those who thinks this documentary are lies, Israel could let independent organizations to investigate the atrocities, but they explicitly blocked that, which is really weird if you have nothing to hide",4,0,2024-03-24T13:49:30Z,
Israel all ways busy white horse on Palstaliian poeple,0,0,2023-11-16T15:46:36Z,
"Months later Hamas still firing rockets into Israel, they have plenty fuel, food & water, but withhold from Gaza residents. Evil = Hamas, Isis Hezballah, Fatach, Taliban, Muslim Brotherhood, this is Islam...",2,2,2024-01-29T21:13:21Z,
The devil is so proud of his kids.,0,0,2023-11-24T06:22:18Z,
I pray one day there will be peace in our lifetimes. as Englishman i can’t tell the difference between an israeli or palestinian. i hope they find peace as no innocent should die in this way,3,0,2024-04-23T19:34:23Z,
7 October my birthday 😢😢,0,0,2024-04-07T14:12:35Z,
This is a necessary watch. It hurts how the UK government is complicit in the m*rder of hundreds of thousands.,0,0,2024-10-04T17:20:30Z,
This is a total load of bullshit.,1,0,2024-06-27T01:41:42Z,
"When surveyed, 80% of Palestinians support terror against israel. Yet the media is portraying them as the victims. Pathetic. Thankfully israel is doing exactly what they need to do and frankly don't care what the american snowflake left thinks.",0,0,2023-11-17T20:47:15Z,
Righteous,0,0,2023-10-24T17:45:37Z,
